feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
d__Bacteria..p__Myxococcota..c__Myxococcia..o__Myxococcales..f__Myxococcaceae..g__Corallococcus	Treatment	ST	1.35227489904303	0.569450494599305	23	5	0.0271701820097289	0.140882425235631
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__UBA5794..f__ZC4RG35..g__SZUA.217	Treatment	ST	-0.963970455318516	0.408260957282091	23	23	0.0279605085714001	0.141388528891844
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__Chitinophagaceae..g__Chitinophaga	Treatment	ST	1.44401980323975	0.612075510918371	23	6	0.0280757221656661	0.141388528891844
d__Bacteria..p__Chloroflexota..c__Anaerolineae..o__Caldilineales..f__Caldilineaceae..g__RI.153	Treatment	ST	-1.04127801477642	0.440385586071826	23	6	0.0277655624232505	0.141388528891844
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Berkiellales..f__Berkiellaceae..g__Berkiella	Treatment	ST	1.76435880349905	0.747566432455633	23	15	0.0280212589340818	0.141388528891844
d__Bacteria..p__Acidobacteriota..c__Acidobacteriae..o__Bryobacterales..f__Bryobacteraceae..g__VFZY01	Treatment	ST	-0.590260764976614	0.25087875079686	23	4	0.0284608400482154	0.142304200241077
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Rhizobiaceae..g__Pseudaminobacter	Treatment	ST	-0.861983034892707	0.367497169632402	23	7	0.0288982118988967	0.143466300207289
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__AKYH767..f__B.17BO..g__JAFLBH01	Treatment	ST	-0.511568890048699	0.219273007743284	23	4	0.0296715268991552	0.146268090347948
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__NS11.12g..f__SHWZ01..g__SHWZ01	Treatment	ST	1.47642254434504	0.637492296816915	23	5	0.0307538802152709	0.150543469585242
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Caulobacterales..f__Caulobacteraceae..g__Caulobacter	Treatment	ST	1.53205614221008	0.663223666733711	23	12	0.0311416963424899	0.151383246109326
d__Bacteria..p__4484.113..c__4484.113..o__4484.113..f__JAFGCY01..g__JAFGCY01	Treatment	ST	1.64464689224804	0.719992266693649	23	12	0.0328668628353663	0.151488201060669
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..o__IMCC26256..f__JACPCJ01..g__JACPCJ01	Treatment	ST	-0.455125823974801	0.198377402635797	23	4	0.0321878837640273	0.151488201060669
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Spirosomaceae..g__Dyadobacter	Treatment	ST	1.29579598569549	0.567813542768889	23	6	0.0330165661160298	0.151488201060669
d__Bacteria..p__Bdellovibrionota..c__Bdellovibrionia_A..o__CAIPTA01..f__CAIPTA01..g__CAIPTA01	Treatment	ST	0.910813435342523	0.395940147679243	23	5	0.0317768691465182	0.151488201060669
d__Bacteria..p__Chloroflexota..c__Anaerolineae..NA..NA..NA	Treatment	ST	1.2316671592487	0.534626105855758	23	23	0.0315506637336977	0.151488201060669
d__Bacteria..p__Chloroflexota..c__Dehalococcoidia..o__SM23.28.2..f__WHTN01..g__WHTN01	Treatment	ST	-0.900296832519009	0.394743747518917	23	4	0.0331109925175462	0.151488201060669
d__Bacteria..p__Chloroflexota..NA..NA..NA..NA	Treatment	ST	-1.78686667810081	0.781392656747218	23	18	0.0326946007063255	0.151488201060669
d__Bacteria..p__Firmicutes_C..c__Negativicutes..o__Selenomonadales..f__Massilibacillaceae..g__Massilibacillus	Treatment	ST	-0.454888592049808	0.198117316868421	23	4	0.0320659069410034	0.151488201060669
d__Bacteria..p__Firmicutes..c__Bacilli..o__Bacillales_B..f__DSM.18226..NA	Treatment	ST	-0.771756121053938	0.336549245964276	23	4	0.0322618763714589	0.151488201060669
d__Bacteria..p__Actinobacteriota..c__UBA4738..o__AC.67..f__AC.67..g__AC.67	Treatment	ST	-0.600152594146239	0.270113217148877	23	4	0.0374156186154379	0.162676602675817
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__CAILMK01..f__CAILMK01..g__JABDEJ01	Treatment	ST	1.49464621151079	0.672413147171871	23	16	0.0373419786559045	0.162676602675817
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Cyclobacteriaceae..NA	Treatment	ST	-1.78190416875666	0.795168660759491	23	22	0.0359687963353248	0.162676602675817
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Planctomycetales..f__Planctomycetaceae..g__Rubinisphaera	Treatment	ST	-1.05950354726508	0.476286295049285	23	23	0.0372109893224587	0.162676602675817
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhodospirillales..f__Rhodospirillaceae..g__SCTM01	Treatment	ST	-1.7737578175567	0.797269920902665	23	8	0.0371894804148727	0.162676602675817
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Sphingomonadales..f__Sphingomonadaceae..g__Sphingomicrobium	Treatment	ST	0.642331530481974	0.286807981770637	23	23	0.0360677930741157	0.162676602675817
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Burkholderiaceae..g__Rhizobacter	Treatment	ST	1.62594912788999	0.72874677835207	23	12	0.0367029082356636	0.162676602675817
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Steroidobacterales..f__Steroidobacteraceae..g__UBA964	Treatment	ST	0.668799522182697	0.300466184419825	23	23	0.0371063000472847	0.162676602675817
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Geodermatophilaceae..g__Geodermatophilus	Treatment	ST	0.918728763108511	0.417200402116262	23	13	0.038969038073455	0.166331260069625
d__Bacteria..p__Actinobacteriota..c__Thermoleophilia..o__Solirubrobacterales..f__70.9..g__SHVA01	Treatment	ST	-1.01991381939647	0.462309476862524	23	20	0.0386494187752325	0.166331260069625
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Gemmatimonadales..f__Gemmatimonadaceae..g__UBA4720	Treatment	ST	0.930086060040098	0.422135190211327	23	23	0.0388759834575533	0.166331260069625
d__Bacteria..p__Actinobacteriota..c__Thermoleophilia..o__Gaiellales..f__Gaiellaceae..g__Palsa.739	Treatment	ST	-0.684863746192307	0.311527309604604	23	23	0.0392685799263023	0.166593975444919
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Rhizobiaceae..g__Pseudorhizobium	Treatment	ST	0.469093823663892	0.214210804870224	23	4	0.0399636460620169	0.168521399056698
d__Bacteria..p__Myxococcota..c__Polyangia..o__Polyangiales..f__Ga0077539..g__SCUS01	Treatment	ST	0.765591722988453	0.353411853877101	23	5	0.0419422575957821	0.175623941413179
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..NA..NA..NA	Treatment	ST	-0.962216849325438	0.445271074706526	23	4	0.0424006372840389	0.175623941413179
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Nevskiales..f__Nevskiaceae..NA	Treatment	ST	-1.16177930416881	0.537287813705033	23	10	0.042285182032251	0.175623941413179
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Lacipirellulaceae..g__HG15A2	Treatment	ST	-0.785523727123883	0.364973302629226	23	4	0.0431594406971126	0.177715344046934
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__DSM.16500..f__DSM.16500..g__UBA5158	Treatment	ST	1.95412275705424	0.911166170334647	23	17	0.0438364007580925	0.179447254565291
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Verrucomicrobiales..f__Verrucomicrobiaceae..g__Verrucomicrobium	Treatment	ST	1.28512399646586	0.605269577743193	23	7	0.0457858345767931	0.186337698859042
d__Bacteria..p__Actinobacteriota..c__Thermoleophilia..o__Solirubrobacterales..f__Solirubrobacteraceae..g__Palsa.465	Treatment	ST	-0.906521236588503	0.427644238144822	23	6	0.0461046671423206	0.186550676298407
d__Bacteria..p__Firmicutes..c__Bacilli..o__Thermoactinomycetales..NA..NA	Treatment	ST	-1.23305900656356	0.585631118940209	23	11	0.0474563429446615	0.190916322191167
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Burkholderiaceae..g__JADJWR01	Treatment	ST	-1.49651788287548	0.712105903542898	23	13	0.0478396848048103	0.191358739219241
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Sphingomonadales..f__Sphingomonadaceae..g__Allosphingosinicella	Treatment	ST	1.35673017869396	0.647616596239398	23	12	0.0484789865951662	0.192814151230775
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Micropepsales..f__Micropepsaceae..g__Rhizomicrobium	Treatment	ST	1.80925561943129	0.865087287390601	23	13	0.0488266213472873	0.193099632446899
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Burkholderiaceae..g__Polaromonas	Treatment	ST	1.14828070683502	0.55016911016704	23	9	0.049248586755594	0.193674217578179
d__Archaea..p__Thermoplasmatota..NA..NA..NA..NA	Treatment	ST	-0.78146967386407	0.377592390061879	23	4	0.051014360626533	0.197414995563878
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Caulobacterales..f__Caulobacteraceae..g__17J80.11	Treatment	ST	0.763994596631229	0.368397338080983	23	4	0.050584023771649	0.197414995563878
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Opitutales..f__Opitutaceae..NA	Treatment	ST	-1.65991876412011	0.802162865674554	23	13	0.0510458774243742	0.197414995563878
d__Bacteria..p__Acidobacteriota..c__Mor1..o__Mor1..f__Mor1..g__Mor1	Treatment	ST	-1.00656095207029	0.487979213098189	23	7	0.0517247596512382	0.198941383273993
d__Bacteria..p__Acidobacteriota..c__Blastocatellia..o__Pyrinomonadales..f__Pyrinomonadaceae..g__OLB17	Treatment	ST	-0.915777087409576	0.446312981575397	23	23	0.0528589806645739	0.200330356360192
d__Bacteria..p__Dependentiae..c__Babeliae..o__Babeliales..f__UBA12411..g__UBA12411	Treatment	ST	1.40293522970295	0.682738428374745	23	9	0.0525436367874915	0.200330356360192
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Verrucomicrobiales..f__Verrucomicrobiaceae..g__Roseimicrobium	Treatment	ST	1.20806144980455	0.588992710843363	23	10	0.0529444513237649	0.200330356360192
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Beijerinckiaceae..g__Bosea	Treatment	ST	-0.704910447029899	0.344831456097509	23	6	0.0536732129759884	0.20199596281286
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Pirellulaceae..g__CAIPEB01	Treatment	ST	0.776774279958696	0.380639048327184	23	23	0.0540499292187316	0.202325938251937
d__Bacteria..p__Patescibacteria..c__UBA1384..o__2.12.FULL.50.11..f__2.12.FULL.50.11..g__CAIMEH01	Treatment	ST	1.43646008491628	0.707684661850004	23	10	0.0552370765043738	0.204908193595184
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Xanthomonadales..f__Xanthomonadaceae..NA	Treatment	ST	2.0504668058119	1.01057949327463	23	19	0.0553252122706996	0.204908193595184
d__Bacteria..NA..NA..NA..NA..NA	Treatment	ST	0.425371867504138	0.212177260723135	23	23	0.058046940040796	0.21235494433367
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Mycobacteriales..f__Pseudonocardiaceae..g__Actinosynnema	Treatment	ST	1.30139322465363	0.651214240532229	23	8	0.0587844182912224	0.21235494433367
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Chitinophagales..f__LD1..g__UBA1941	Treatment	ST	1.43550274674191	0.718533451071213	23	16	0.0588526560010458	0.21235494433367
d__Bacteria..p__Cyanobacteria..c__Cyanobacteriia..o__Phormidesmiales..f__Phormidesmiaceae..g__Nodosilinea	Treatment	ST	-0.730582907733185	0.363818681881625	23	5	0.057668837380017	0.21235494433367
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..o__Saccharimonadales..f__Saccharimonadaceae..g__Saccharimonas	Treatment	ST	0.968426041095818	0.484511509019873	23	4	0.0587428910334301	0.21235494433367
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Pedosphaerales..f__JADJPG01..g__JADJPG01	Treatment	ST	-1.89441053468081	0.951432928111105	23	12	0.0596375245148047	0.214083421335197
d__Bacteria..p__Myxococcota..c__Myxococcia..o__Myxococcales..f__Anaeromyxobacteraceae..g__R267	Treatment	ST	-0.313774259705382	0.158313414707302	23	3	0.0607205830431129	0.215758416904462
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Pirellulaceae..g__Pirellula_B	Treatment	ST	1.51868918031609	0.765583046090067	23	14	0.0605151079858382	0.215758416904462
d__Bacteria..p__Dependentiae..c__Babeliae..o__Babeliales..f__Vermiphilaceae..g__Vermiphilus	Treatment	ST	0.977508682858782	0.494619908361414	23	4	0.0614053393344265	0.217089583505548
d__Bacteria..p__Patescibacteria..c__Saccharimonadia..o__CAILAD01..f__CAILAD01..g__CAILAD01	Treatment	ST	0.791365806568727	0.402061668539307	23	4	0.0623797057150009	0.218783282142838
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Pirellulaceae..g__VGZC01	Treatment	ST	0.7581450077966	0.385889516581183	23	6	0.0628220567295862	0.218783282142838
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__DSM.16500..f__DSM.16500..g__JACDDU01	Treatment	ST	1.9069183744975	0.970032594935006	23	14	0.0626791905724784	0.218783282142838
d__Bacteria..p__Bdellovibrionota_C..c__UBA2361..o__SZUA.149..f__JAEUWB01..g__JAEUWB01	Treatment	ST	1.03428307383708	0.529520759332667	23	6	0.0642439069231252	0.219006439841498
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Gemmatimonadales..f__Gemmatimonadaceae..g__PNKF01	Treatment	ST	-0.403368244908687	0.206049401871507	23	3	0.0636948339458954	0.219006439841498
d__Bacteria..p__Gemmatimonadota..c__Gemmatimonadetes..o__Gemmatimonadales..f__GWC2.71.9..NA	Treatment	ST	-1.06125632968681	0.545607934689026	23	19	0.0652760418973891	0.219006439841498
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Planctomycetales..f__Planctomycetaceae..g__JABMPE01	Treatment	ST	1.09118816072453	0.561032269163373	23	11	0.0652919216053673	0.219006439841498
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Pseudomonadales..f__Cellvibrionaceae..NA	Treatment	ST	0.948552275775985	0.48788730302364	23	4	0.0653890656098187	0.219006439841498
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Chthoniobacterales..f__UBA10450..NA	Treatment	ST	1.15318605763541	0.590548208656281	23	4	0.0643074646937332	0.219006439841498
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Pedosphaerales..f__BJHT01..g__BJHT01	Treatment	ST	-1.53306963515464	0.788139914221205	23	22	0.0652652271923024	0.219006439841498
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Verrucomicrobiales..f__Verrucomicrobiaceae..g__VFKE01	Treatment	ST	-1.56271028193578	0.800865756801064	23	18	0.0644916191681518	0.219006439841498
d__Bacteria..p__Myxococcota..c__Polyangia..o__Nannocystales..f__Nannocystaceae..g__Enhygromyxa	Treatment	ST	-0.887424925501382	0.457053637599119	23	6	0.0657195288329449	0.219065096109816
d__Bacteria..p__Acidobacteriota..NA..NA..NA..NA	Treatment	ST	-0.417647029848404	0.21612315002119	23	3	0.06690503106779	0.221959818708308
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Sphingobacteriales..f__Sphingobacteriaceae..g__Daejeonella	Treatment	ST	1.11120570184695	0.577009691333167	23	23	0.0677761645291537	0.222560439602895
d__Bacteria..p__Desulfobacterota_B..c__Binatia..o__UTPRO1..f__DP.6..g__DP.6	Treatment	ST	-0.454756346349531	0.236384083370518	23	3	0.0680399058214565	0.222560439602895
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Micavibrionales..f__UBA2020..g__UBA2020	Treatment	ST	0.821310823133831	0.426058142274099	23	5	0.0675267483755753	0.222560439602895
d__Archaea..p__Thermoproteota..c__Nitrososphaeria..o__Nitrososphaerales..f__Nitrososphaeraceae..g__Nitrosocosmicus	Treatment	ST	-0.94977621560934	0.497618851696465	23	23	0.0700707902500395	0.22742856454002
d__Bacteria..p__Acidobacteriota..c__Acidobacteriae..o__Bryobacterales..f__Bryobacteraceae..NA	Treatment	ST	-0.74971819177166	0.393947846448735	23	23	0.0708277529567491	0.22742856454002
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Cyclobacteriaceae..g__Ohtaekwangia	Treatment	ST	-1.31245163247678	0.688859718484043	23	22	0.0705320734079634	0.22742856454002
d__Bacteria..p__Patescibacteria..c__Gracilibacteria..o__Peribacterales..f__Peribacteraceae..NA	Treatment	ST	0.91870056410709	0.482209697328601	23	4	0.070540740287871	0.22742856454002
d__Bacteria..p__Myxococcota..c__Myxococcia..o__Myxococcales..f__Myxococcaceae..g__Archangium	Treatment	ST	-0.825692732443424	0.434914618516663	23	12	0.0714566448886464	0.228400234803893
d__Bacteria..p__Firmicutes_B..c__Desulfitobacteriia..o__Desulfitobacteriales..f__Desulfitobacteriaceae..g__Desulfosporosinus	Treatment	ST	-0.364019031184106	0.194330101263867	23	3	0.075027778356894	0.237339006183032
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Pirellulales..f__Pirellulaceae..g__UBA11883	Treatment	ST	-1.57793735234674	0.843132275216367	23	15	0.0752703705323329	0.237339006183032
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Azospirillales..f__Azospirillaceae..NA	Treatment	ST	-0.509981236569503	0.272094468092562	23	3	0.074872211247574	0.237339006183032
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Xanthobacteraceae..NA	Treatment	ST	-0.711401251745341	0.381760059648657	23	22	0.0764400947197918	0.239946485667508
d__Bacteria..p__Actinobacteriota..c__Actinomycetia..o__Streptosporangiales..f__Streptosporangiaceae..NA	Treatment	ST	-0.99840091242343	0.538982843599893	23	8	0.0780806155849025	0.242917470708585
d__Bacteria..p__Myxococcota..c__UBA727..o__UBA727..f__JABDBI01..g__JABDBI01	Treatment	ST	1.11796642687239	0.60289161575154	23	10	0.0777885297876711	0.242917470708585
d__Bacteria..p__Actinobacteriota..c__Acidimicrobiia..NA..NA..NA	Treatment	ST	-0.93437263714176	0.507439006505859	23	15	0.0797415221792626	0.244820462831069
d__Bacteria..p__Cyanobacteria..c__Vampirovibrionia..o__Vampirovibrionales..f__Vampirovibrionaceae..g__Vampirovibrio	Treatment	ST	1.29597372244292	0.703588964321125	23	23	0.0796507607876694	0.244820462831069
d__Bacteria..p__Firmicutes_A..c__Clostridia..o__Acetivibrionales..NA..NA	Treatment	ST	-0.598025811215767	0.324759210496072	23	3	0.0797272268183453	0.244820462831069
d__Bacteria..p__Patescibacteria..c__Gracilibacteria..o__Peribacterales..f__Peribacteraceae..g__VMFU01	Treatment	ST	1.44113473898733	0.788165640215792	23	14	0.0817203140487549	0.247637315299257
d__Bacteria..p__Planctomycetota..c__Phycisphaerae..NA..NA..NA	Treatment	ST	0.251406544368099	0.137406143387529	23	3	0.0815352445477811	0.247637315299257
d__Bacteria..p__Proteobacteria..NA..NA..NA..NA	Treatment	ST	1.26639859703424	0.692575822465752	23	21	0.0817098533619063	0.247637315299257
d__Bacteria..p__Firmicutes..c__Bacilli..NA..NA..NA	Treatment	ST	-1.32210047777057	0.724015279817717	23	17	0.082093597431373	0.247696199146384
d__Bacteria..p__Bacteroidota..c__Kapabacteria..o__OLB7..f__OLB7..g__OLB7	Treatment	ST	0.880442856494977	0.482967388217364	23	9	0.0825750155255761	0.248079445784993
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Rhizobiaceae..g__Sinorhizobium	Treatment	ST	-0.629061349692769	0.346174603832507	23	3	0.0834890332448511	0.249753518253828
d__Bacteria..p__Eisenbacteria..c__RBG.16.71.46..o__RBG.16.71.46..f__RBG.16.71.46..g__CAIXRL01	Treatment	ST	-0.393087085901821	0.2174715006463	23	3	0.0850267216051544	0.252197903066136
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Planctomycetales..f__Planctomycetaceae..g__JC658	Treatment	ST	-1.52971624734044	0.846284442411555	23	13	0.0850213064328563	0.252197903066136
d__Bacteria..p__Bacteroidota..c__Kapabacteria..o__Kapabacteriales..f__Kapabacteriaceae..g__OLB6	Treatment	ST	0.32053167446864	0.177987896007871	23	3	0.0861046133707297	0.253281673023415
d__Bacteria..p__Desulfobacterota_B..c__Binatia..o__UBA9968..f__UBA9968..g__UBA9968	Treatment	ST	-0.823746486997112	0.457435275475183	23	22	0.0861157688279612	0.253281673023415
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Micavibrionales..f__Micavibrionaceae..g__UBA7657	Treatment	ST	1.40440904126946	0.782038571465955	23	9	0.0869253018194031	0.254592934199089
d__Bacteria..p__Planctomycetota..c__Planctomycetia..o__Planctomycetales..f__Planctomycetaceae..g__Caulifigura	Treatment	ST	0.649094567758768	0.362635839391993	23	23	0.0878956385493933	0.255298535205707
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Geminicoccales..f__Geminicoccaceae..g__Arboricoccus	Treatment	ST	-0.978138319441265	0.545932305005872	23	22	0.0876067715333601	0.255298535205707
d__Bacteria..p__Firmicutes..c__Bacilli..o__Paenibacillales..f__Paenibacillaceae..NA	Treatment	ST	-0.717758017521387	0.403635016217944	23	3	0.0898488976477138	0.259893505592561
d__Bacteria..p__Myxococcota..c__Polyangia..o__Haliangiales..f__Haliangiaceae..g__JABFXX01	Treatment	ST	1.17932341781943	0.665901154036782	23	18	0.0910722847516456	0.262348145375111
d__Bacteria..p__Patescibacteria..c__UBA1384..o__GWA2.35.9..f__CG2.30.43.20..g__CG2.30.43.20	Treatment	ST	0.371152935139973	0.20992968617129	23	3	0.0915905275656761	0.262759710229399
d__Bacteria..p__Myxococcota..c__Myxococcia..o__Myxococcales..f__Myxococcaceae..NA	Treatment	ST	1.3482972329867	0.766933541183869	23	11	0.0933092633074389	0.266597895164111
d__Bacteria..p__Acidobacteriota..c__Acidobacteriae..o__Bryobacterales..f__Bryobacteraceae..g__Paludibaculum	Treatment	ST	-1.56286768766209	0.891935310159344	23	17	0.0943266157991047	0.267322392952928
d__Bacteria..p__Planctomycetota..c__Phycisphaerae..o__Tepidisphaerales..f__Tepidisphaeraceae..g__DSYW01	Treatment	ST	-1.13372515504892	0.64676330988794	23	21	0.094203596960059	0.267322392952928
d__Bacteria..p__Bdellovibrionota..c__FAC87..o__UBA2466..f__UBA2466..g__UBA2466	Treatment	ST	1.04987407799954	0.600771744904085	23	10	0.0951519464527259	0.267855524055942
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Xanthobacteraceae..g__Tardiphaga	Treatment	ST	0.395561750398334	0.226446850311637	23	3	0.0952800364141852	0.267855524055942
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Rhizobiales..f__Devosiaceae..g__Paradevosia	Treatment	ST	1.336899351874	0.766682461861418	23	9	0.0958262372430025	0.268313464280407
d__Bacteria..p__Myxococcota..c__Myxococcia..o__Myxococcales..f__Myxococcaceae..g__Cystobacter	Treatment	ST	0.414651084189849	0.238234948750678	23	3	0.0964035973116592	0.268854653857217
d__Bacteria..p__Actinobacteriota..c__Thermoleophilia..o__Solirubrobacterales..f__Solirubrobacteraceae..g__F1.60.MAGs163	Treatment	ST	1.00460585769533	0.581206740233728	23	10	0.0985785930895528	0.273334358495826
d__Bacteria..p__Chloroflexota..c__Dehalococcoidia..o__DSTF01..f__WHTK01..g__WHTK01	Treatment	ST	-0.843549348954626	0.48835702929651	23	21	0.0987908467134915	0.273334358495826
d__Bacteria..p__Chloroflexota..c__Anaerolineae..o__Anaerolineales..f__UBA4823..g__DSWF01	Treatment	ST	-0.556448135475593	0.323111717389965	23	3	0.0997395584466538	0.274073607039474
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Pseudomonadales..f__Cellvibrionaceae..g__Cellvibrio	Treatment	ST	1.37524395446957	0.798815745739706	23	18	0.0998410997072368	0.274073607039474
d__Archaea..p__Thermoproteota..c__Nitrososphaeria..o__Nitrososphaerales..f__Nitrososphaeraceae..NA	Treatment	ST	-1.01436255834445	0.590663589309548	23	23	0.100632862991802	0.27516798474321
d__Bacteria..p__Firmicutes..c__Bacilli..o__Thermoactinomycetales..f__DSM.44946..g__Planifilum	Treatment	ST	-0.637022289747201	0.371421717816041	23	3	0.101048869053313	0.275230382635484
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__Acetobacterales..f__Acetobacteraceae..g__Roseococcus	Treatment	ST	0.537745375109918	0.31446649073185	23	6	0.101997325706369	0.276314288937892
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Usitatibacteraceae..NA	Treatment	ST	0.470720709996246	0.275475983790383	23	3	0.10223628690702	0.276314288937892
d__Bacteria..p__Acidobacteriota..c__Blastocatellia..o__Pyrinomonadales..f__Pyrinomonadaceae..g__PSRF01	Treatment	ST	-0.99804320604172	0.588740017645834	23	15	0.104812162615128	0.278813385393332
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Flavobacteriales..f__PHOS.HE28..g__PHOS.HE28	Treatment	ST	0.465184093899793	0.274393084299965	23	3	0.104792712435967	0.278813385393332
d__Bacteria..p__Chloroflexota..c__UBA6077..o__UBA6077..f__SHYK01..g__SHYK01	Treatment	ST	-1.11849350218443	0.657379712261949	23	12	0.103621046017125	0.278813385393332
d__Bacteria..p__Patescibacteria..c__ABY1..o__SG8.24..f__UBA9934..g__JAGORL01	Treatment	ST	0.33340588161276	0.196799836671854	23	3	0.105020427026339	0.278813385393332
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Pedosphaerales..f__UBA11320..g__UBA11320	Treatment	ST	0.333720574156804	0.197065276098047	23	3	0.105152476776914	0.278813385393332
d__Bacteria..p__Proteobacteria..c__Alphaproteobacteria..o__ATCC43930..f__Stellaceae..g__Stella	Treatment	ST	0.51658557335718	0.30637179363832	23	3	0.106570862319624	0.280996052816968
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Xanthomonadales..f__Xanthomonadaceae..g__Pseudoxanthomonas_A	Treatment	ST	1.11533440695027	0.661889696150499	23	15	0.106778500070448	0.280996052816968
d__Bacteria..p__Proteobacteria..c__Gammaproteobacteria..o__Burkholderiales..f__Nitrosomonadaceae..g__Nitrosospira	Treatment	ST	-1.20716998096905	0.719676141414804	23	18	0.108291399678236	0.283910036609607
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..NA..NA..NA	Treatment	ST	0.838188487678027	0.501089048777757	23	6	0.109213414686872	0.284198476880337
d__Bacteria..p__Verrucomicrobiota..c__Verrucomicrobiae..o__Methylacidiphilales..f__UBA1321..g__JABDGH01	Treatment	ST	0.482259095735349	0.287974099074956	23	3	0.108830028101552	0.284198476880337
d__Bacteria..p__Bacteroidota..c__Bacteroidia..o__Cytophagales..f__Cyclobacteriaceae..g__Algoriphagus	Treatment	ST	1.38423258925357	0.829770285791271	23	11	0.110117189018027	0.285489008565255
